,text,label
4586,breaking ghana crystal palace striker jordan ayew recovers coronavirus return training sport pro max fir,1
4587,waffle good hope fab day,0
4588,finally done work gym anyone,0
4589,hope nurse fucking strike,1
4590,awwww bed late,0
4591,covid testing site work hour inconvenient,1
4592,got weekend without,0
4593,wow picture alone got interested already lol thanks read final exam today,0
4594,say covid vaccination free,1
4595,seems antivaxxers alastair stewart block anyone question anything sound like hes job bbc stewart vaccine anti biology,1
4596,please say first please waited tweet whole day manila love mcfly,0
4597,need get new iphone video send pic,0
4598,distribution plan one promising coronavirus vaccine designed parent company big pharma,1
4599,best lunch month iga bakar bali lawar kacang daluman cibulan uff uff thanksie,0
4600,going shopping lol bye,0
4601,regime corruption mismanagement caused iranian live poverty line many could afford,1
4602,also outbreak summer embassy kabul state dept statement used similar wording,1
4603,iphone cracked everytime look heart hurt,0
4604,food thought opinion traced covid bubble enormous new york time httpstcoztojyrui,1
4605,major airline brings back food wine flight coronavirus pandemic httpstcoadecsorxqw,1
4606,lol know huh shoulda smart gone beginning season least faves still lol,0
4607,look youve started httpbitlyvqnvy,0
4608,sorry hear girl hope better news coming,0
4609,whats good working double jasmin,0
4610,need lock httpstcopczjkhc,1
4611,pretty sure sure pretttty sure,0
4612,faizan didnt catch covid started wearing one plus harder breathe mask,1
4613,mmmm want pero covid httpstcokduwpdur,1
4614,coronavirus affecting mental health age important seek help someone know experiencing symptom mental illness,1
4615,little stressed cant wait chill weekend,0
4616,favorite obviously favor owl one else,0
4617,job help county city state,1
4618,maybe done better job getting covid control could closer foot,1
4619,weather outside deceiving cool breezy come back drenched perspiration,0
4620,got home dance thinking heavily never good,0
4621,yes agree yuval coming israel unfair never get met guy,0
4622,scottish photography experience tour based edinburgh certified good completed risk assessment coronavirus lockdown easing measure comply scottish government guideline booking httpstcovkrczxyv httpstcocehfdut,1
4623,pandemic cause challenge new way operating new youngstown hotel,1
4624,despite pandemic mmff still movie ready showed fon upstream upstream playitright,1
4625,attended patient covid,1
4626,patient got vaccine generated protective response contracted unrelated infection decided,1
4627,ahh havent thrown hour woo coming church tomorrow though still waiting cousin get pray,0
4628,john fleming weekly sleepless night gushing water new lockdown diary thejohnfleming blog nyc bronx,1
4629,hope know dead serious didnt mean happen honestly idea hop everything understood,0
4630,press need start referring happening washington hostage situation biden team need immediate,1
4631,pls extend date filing itr till march due covid thing,1
4632,one without perzine,0
4633,earth told take year safety data literally virus weve used vaccine took year worth safety data surprise surprise turned fine case end side effect want covid year,1
4634,disgraceful whats going country lack regard pandemic thanks fighting concede trump biden harris,1
4635,case covid city los angeles continuing rise rapidly new restriction place stop spr,1
4636,covid caused million lose sense smell one writer journey scentless life back httpstcoaoczik,1
4637,trying writeup knowing damn well gonna get gutted covid,1
4638,hilarious joke httpwwwahajokescom,0
4639,cleavon thank posting thread healthcare worker died covid good place face name instead seeing number take care safe,1
4640,postholiday covid data spell grim forecast rest year,1
4641,crazy day since lonely aaron land home started summer theatre horay,0
4642,happy diwali please maintain social distancing others,1
4643,case falling anymore google mobility data suggests may large proportion worker ret,1
4644,sorry hear hope fully recovers disturbing many people believe horrible covid real mask everyone,1
4645,way work mybday,0
4646,every ballot put overhead projector cuz meh social distancing,1
4647,new church morning,0
4648,sound fun sleep well ill chat later,0
4649,theoretically seoes one would bother talk search engine,0
4650,nothing finishing work tomorrow dont feel like anything relaxing really,0
4651,big fine library bringing book back late euro,0
4652,car shop since last thur,0
4653,mean suspend common sense advocate action increase pandemic really think action taken make thing difficult trying stop spread deadly illness even folk understand,1
4654,wish crazy fan would leave rob pattinson alone,0
4655,fine data peep chance point offer insight happening sarasota county today wit,1
4656,good nothin really homework,0
4657,bored day driving,0
4658,sorry didnt even notice ketchup,0
4659,sunak important impact economy next year going coronaviru,1
4660,snapfish cut face photo,0
4661,lol aww tweeting nobody thats olp get evil,0
4662,def omg need watch loser list worry dying fandom sad pet,0
4663,fuck unless youve night getting early bullshit,0
4664,went local today visit since lockdown needle say wont third shambolic self service till order cash working properly proper cashier open friday afternoon,1
4665,facem review pentru tweetdeck,0
4666,lot scone tea following dietary advice last week,0
4667,much pain slept crippled,0
4668,yeahh would pretty awesome,0
4669,baaaaaaaad thunderstorm day today hope stop tonight charity event,0
4670,mortgage generally cheaper renting,0
4671,rudy covid quarantine sweating,1
4672,watchn reese cling papaw ruff nite lot contraxn dizzy etc think majorly dehydrated hope days better day,0
4673,role cop pandemic focus annual police conference httpstcodgbigkf,1
4674,cant stuffed work anyway,0
4675,need start planning implement national covid vaccine programme much easier dealing large increase number people covid new year staff work vaccine programme,1
4676,second lady karen penny campaigning edinboro say man whose brother died covid thanked trump penc,1
4677,going make concert poster cdcover band,0
4678,follow friday follow ill follow back like dyslexic cow oom tgif national doughnut hangover dday jayzphish,0
4679,well mean way thing editor atm pasting anything plain text problematic,0
4680,goodness thinking productive fun,0
4681,want see glad good look,0
4682,desperate lameduck leader purposefully spread misinformation,1
4683,going lizs maybe see,0
4684,scott peterson thousand california inmate carried staggering covid fraud official say nbc news httpstc,1
4685,coming ummmm gentleman tht act better wait better long term result,0
4686,watching phone notoriousbin,0
4687,get well soon demitra miss,0
4688,instead directing congress work covid relief bill help american small business get another pandemic wave working plan mass distribution vaccine trump instead disenfranchising american voter get result want,1
4689,yay twitter back oww retainer hurt still feel like pulling teeth forward,0
4690,sex city come,0
4691,maybe start reading better perl code,0
4692,picking trending issue around world making available youtube kid information heavily researched attempted accessible middle schoolers first episode race covid vaccine,1
4693,httptwitpiccomrbq want shoot agaain,0
4694,let get straight world population close covid infection need strive number everything,1
4695,going miss rosemary treat,0
4696,aberdeenshire school forced close another week teacher selfisolate covid,1
4697,urg hour already happened able sleep dont like awake dont like missing,0
4698,imagination avenue open playtime day,0
4699,getting ready another day work,0
4700,ohmygosh eye soo red starting swell allergy hayfever know happy,0
4701,dad always pearl wisdom share latest dont seek happiness seek joy,0
4702,scared sam going lewis girl girl going eye keep eye plz,0
4703,feel funny ugh cant get person outta head show wat got,0
4704,hola unroll asked good bad hot take oxford vaccine going around like add view httpstcobbzkhud see soon,1
